otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title	^physcraper:in_current_aln
otu261225	Pomatorhinus erythrogenys	773110	0	-	2021/12/02	True	original	Pomatorhinus_erythrogenys_AMNH_DOT5531	-	True
otu261289	Pomatorhinus hypoleucos	154438	932024	-	2021/12/02	True	original	Pomatorhinus_hypoleucos_BMNH_2000522	-	True
otu261109	Pomatorhinus schisticeps	502097	201359	-	2021/12/02	True	original	Pomatorhinus_schisticeps_MNHN_6.73	-	True
otu261191	Pomatorhinus ruficollis	154418	932028	-	2021/12/02	True	original	Pomatorhinus_ruficollis_KUNHM_15144	-	True
otu261275	Pomatorhinus ruficollis	154418	932028	-	2021/12/02	True	original	Pomatorhinus_ruficollis_KUNHM_10299	-	True
otu261278	Pomatorhinus schisticeps	502097	201359	-	2021/12/02	True	original	Pomatorhinus_schisticeps_USNM_B2103	-	True
otu261079	Pomatorhinus montanus	374269	727904	-	2021/12/02	True	original	Pomatorhinus_montanus_LSUMNS_B47063	-	True
otu261249	Pomatorhinus montanus	374269	727904	-	2021/12/02	True	original	Pomatorhinus_montanus_KUNHM_17781	-	True
otu261251	Pomatorhinus horsfieldii	503937	1006734	-	2021/12/02	True	original	Pomatorhinus_horsfieldii_AMNH_344452	-	True
otu261069	Xiphirhynchus superciliaris	31182	201369	-	2021/12/02	True	original	Xiphirhynchus_superciliaris_KUNHM_15092	-	True
otu261072	Xiphirhynchus superciliaris	31182	201369	-	2021/12/02	True	original	Xiphirhynchus_supercillaris_CAS_95887	-	True
otu261186	Pomatorhinus ferruginosus	25621	932021	-	2021/12/02	True	original	Pomatorhinus_ferruginosus_AMNH_DOT10777	-	True
otu261211	Pomatorhinus ferruginosus	25621	932021	-	2021/12/02	True	original	Pomatorhinus_ferruginosus_KUNHM_15146	-	True
otu261074	Pomatorhinus ferruginosus	25621	932021	-	2021/12/02	True	original	Pomatorhinus_ferruginosus_KUNHM_15090	-	True
otu261168	Pomatorhinus ferruginosus	25621	932021	-	2021/12/02	True	original	Pomatorhinus_ferruginosus_KUNHM_15241	-	True
otu261089	Spelaeornis troglodytoides	446189	1149668	-	2021/12/02	True	original	Spelaeornis_troglodytoides_KUNHM_15108	-	True
otu261124	Spelaeornis troglodytoides	446189	1149668	-	2021/12/02	True	original	Spelaeornis_troglodytoides_KUNHM_15107	-	True
otu261288	Spelaeornis chocolatinus	459933	202235	-	2021/12/02	True	original	Spelaeornis_chocolatinus_KUNHM_15199	-	True
otu261189	Spelaeornis chocolatinus	459933	202235	-	2021/12/02	True	original	Spelaeornis_chocolatinus_KUNHM_15105	-	True
otu261197	Garrulax canorus	635111	238855	-	2021/12/02	True	original	Garrulax_canorus_KUNHM_10389	-	True
otu261281	Garrulax merulinus	546865	1149626	-	2021/12/02	True	original	Garrulax_merulinus_AMNH_DOT10975	-	True
otu261127	Garrulax merulinus	546865	1149626	-	2021/12/02	True	original	Garrulax_merulinus_KUNHM_15190	-	True
otu261229	Garrulax leucolophus	294062	98127	-	2021/12/02	True	original	Garrulax_leucolophus_KUNHM_15247	-	True
otu261082	Garrulax maesi	546871	1149625	-	2021/12/02	True	original	Garrulax_maesi_KUNHM_10152	-	True
otu261175	Garrulax maesi	546871	1149625	-	2021/12/02	True	original	Garrulax_maesi_AMNH_DOT10968	-	True
otu261184	Garrulax milleti	263341	175004	-	2021/12/02	True	original	Garrulax_milleti_AMNH_DOT10756	-	True
otu261171	Garrulax palliatus	24739	1149627	-	2021/12/02	True	original	Garrulax_palliatus_KUNHM_17732	-	True
otu261130	Garrulax monileger	178817	1048754	-	2021/12/02	True	original	Garrulax_monileger_USNM_5596	-	True
otu261091	Garrulax sannio	219381	201312	-	2021/12/02	True	original	Garrulax_sannio_KUNHM_11172	-	True
otu261313	Garrulax nuchalis	178820	1048755	-	2021/12/02	True	original	Garrulax_nuchalis_USNM_15315	-	True
otu261120	Garrulax nuchalis	178820	1048755	-	2021/12/02	True	original	Garrulax_nuchalis_USNM_15312	-	True
otu261075	Garrulax chinensis	673521	238863	-	2021/12/02	True	original	Garrulax_chinensis_KUNHM_10366	-	True
otu261188	Garrulax mitratus	965380	589709	-	2021/12/02	True	original	Garrulax_mitratus_LSUMNS_B36460	-	True
otu261083	Garrulax mitratus	965380	589709	-	2021/12/02	True	original	Garrulax_mitratus_KUNHM_17728	-	True
otu261181	Babax lanceolatus	977751	201302	-	2021/12/02	True	original	Babax_lanceolatus_KUNHM_11238	-	True
otu261200	Garrulax poecilorhynchus	635117	238859	-	2021/12/02	True	original	Garrulax_poecilorhynchus_KUNHM_11128	-	True
otu261224	Garrulax albogularis	575470	201309	-	2021/12/02	True	original	Garrulax_albogularis_AMNH_DOT5626	-	True
otu261203	Garrulax pectoralis	479292	520176	-	2021/12/02	True	original	Garrulax_pectoralis_USNM_3537	-	True
otu261148	Garrulax pectoralis	479292	520176	-	2021/12/02	True	original	Garrulax_pectoralis_KUNHM_11125	-	True
otu261063	Garrulax ocellatus	401603	201311	-	2021/12/02	True	original	Garrulax_ocellatus_AMNH_DOT5651	-	True
otu261206	Garrulax ocellatus	401603	201311	-	2021/12/02	True	original	Garrulax_ocellatus_KUNHM_11342	-	True
otu261131	Garrulax cineraceus	1055596	520168	-	2021/12/02	True	original	Garrulax_cineraceus_KUNHM_6725	-	True
otu261232	Garrulax cineraceus	1055596	520168	-	2021/12/02	True	original	Garrulax_cineraceus_KUNHM_11043	-	True
otu261111	Kupeornis chapini	153255	1002792	-	2021/12/02	True	original	Kupeornis_chapini_AMNH_348502	-	True
otu261038	Phyllanthus atripennis	252774	634342	-	2021/12/02	True	original	Phyllanthus_atripennis_AMNH_DOT2033	-	True
otu261283	Phyllanthus atripennis	252774	634342	-	2021/12/02	True	original	Phyllanthus_atripennis_KUNHM_19806	-	True
otu261305	Turdoides reinwardtii	1022696	1149676	-	2021/12/02	True	original	Turdoides_reinwardtii_KUNHM_20055	-	True
otu261230	Turdoides reinwardtii	1022696	1149676	-	2021/12/02	True	original	Turdoides_reinwardtii_FMNH_396646	-	True
otu261125	Turdoides jardineii	697077	181634	-	2021/12/02	True	original	Turdoides_jardineii_UWBM_52803	-	True
otu261110	Turdoides jardineii	697077	181634	-	2021/12/02	True	original	Turdoides_jardineii_FMNH_455533	-	True
otu261226	Turdoides plebejus	3358	208070	-	2021/12/02	True	original	Turdoides_plebejus_LSUMNS_B39249	-	True
otu261029	Turdoides plebejus	3358	208070	-	2021/12/02	True	original	Turdoides_plebejus_KUNHM_20025	-	True
otu261165	Turdoides bicolor	574271	248175	-	2021/12/02	True	original	Turdoides_bicolor_UWBM_53074	-	True
otu261287	Turdoides bicolor	574271	248175	-	2021/12/02	True	original	Turdoides_bicolor_UWBM_70438	-	True
otu261139	Turdoides gularis	454021	1118850	-	2021/12/02	True	original	Turdoides_gularis_USNM_5712	-	True
otu261136	Turdoides gularis	454021	1118850	-	2021/12/02	True	original	Turdoides_gularis_USNM_5705	-	True
otu261201	Heterophasia auricularis	824646	520206	-	2021/12/02	True	original	Heterophasia_auricularis_AMNH_DOT5177	-	True
otu261143	Heterophasia picaoides	25708	1149634	-	2021/12/02	True	original	Heterophasia_picaoides_USNM_15174	-	True
otu261248	Heterophasia capistrata	1028012	201326	-	2021/12/02	True	original	Heterophasia_capistrata_AMNH_DOT5573	-	True
otu261190	Heterophasia capistrata	1028012	201326	-	2021/12/02	True	original	Heterophasia_capistrata_AMNH_DOT5553	-	True
otu261101	Heterophasia pulchella	25704	1149632	-	2021/12/02	True	original	Heterophasia_pulchella_USNM_15254	-	True
otu261123	Heterophasia pulchella	25704	1149632	-	2021/12/02	True	original	Heterophasia_pulchella_KUNHM_15166	-	True
otu261153	Heterophasia gracilis	25700	1149631	-	2021/12/02	True	original	Heterophasia_gracilis_USNM_5683	-	True
otu261067	Heterophasia gracilis	25700	1149631	-	2021/12/02	True	original	Heterophasia_gracilis_USNM_5685	-	True
otu261054	Heterophasia melanoleuca	1028014	201327	-	2021/12/02	True	original	Heterophasia_melanoleuca_AMNH_DOT10973	-	True
otu261043	Heterophasia melanoleuca	1028014	201327	-	2021/12/02	True	original	Heterophasia_melanoleuca_CAS_95600	-	True
otu261092	Leiothrix argentauris	451623	201335	-	2021/12/02	True	original	Leiothrix_argentauris_AMNH_DOT2623	-	True
otu261093	Leiothrix argentauris	451623	201335	-	2021/12/02	True	original	Leiothrix_argentauris_KUNHM_15203	-	True
otu261260	Leiothrix lutea	965458	36275	-	2021/12/02	True	original	Leiothrix_lutea_KUNHM_6724	-	True
otu261199	Leiothrix lutea	965458	36275	-	2021/12/02	True	original	Leiothrix_lutea_AMNH_DOT6507	-	True
otu261078	Heterophasia annectans	155396	1149633	-	2021/12/02	True	original	Heterophasia_annectans_USNM_336017	-	True
otu261037	Minla ignotincta	1078784	201348	-	2021/12/02	True	original	Minla_ignotincta_KUNHM_11346	-	True
otu261088	Liocichla steerii	451633	201339	-	2021/12/02	True	original	Liocichla_steeri_AMNH_DOT5178	-	True
otu261273	Liocichla steerii	451633	201339	-	2021/12/02	True	original	Liocichla_steeri_AMNH_DOT5198	-	True
